Unnamed: 0,series_name,director_name,genre,ratings,performers,ott_platform
2238,Happy Family Conditions Apply,"Aatish Kapadia, Jamnadas Majethia","2023, 10 Episodes",4.2,"Raj Babbar, Ratna Pathak Shah, Atul Kulkarni, Ayesha Jhulka, Meenal Sahu, Raunaq Kamdar, Sanah Kapur, Ahaan Saboo, Paresh Ganatra, Atul Kumar, Pranoti Pradhan, Margaret Wanjiku Kariuki",Prime Video
2240,Rana Naidu,"Karan Anshuman, Suparn Verma",2023,3.4,"Rana Daggubbati, Venkatesh Daggubbati, Surveen Chawla, Sushant Singh, Abhishek Banerjee, Suchitra Pillai, Gaurav Chopra, Ashish Vidyarthi, Rajesh Jais",Netflix
2242,The Glory Season 2,Ahn Gil-ho,"2023, 8 Episodes",3.8,"Song Hye-kyo, Jung Ji-so, Lee Do-hyun, Lim Ji-yeon, Shin Ye-eun, Yeom Hye-ran, Park Sung-hoon",Netflix
2243,College Detectives,Karpoor Gaurav,"2023, 10 Episodes",3.8,"Karpoor Gaurav, Vidur Chugh, Harshpal Singh, Ishan Bhatt, Mugdha Agarwal, ",Amazon miniTV
2244,MH370: The Plane that Disappeared,Louise Malkinson,"2023, 3 Episodes",3,"Jeff Wise, Florence de Changy",Netflix
2247,Chris Rock: Selective Outrage,No description available,2023,1.8,Chris Rock,Netflix
2248,Daisy Jones & The Six,James Ponsoldt,"2023, 10 Episodes",4.5,"Riley Keough, Sebastian Chacon, Suki Waterhouse, Sam Claflin, Camila Morrone, Josh Whitehouse, Nabiyah Be, Will Harrison, Ayesha Harris, Naya Kodeh, Jacqueline Obradors, Nicole Alicia Xavier, Jonathan D'Ambrosio, Nick Pupo, Jack Romano, Leslie Koch Foumberg, Evan Daigle, Ronald Chavis, Myles Cranford, Warren Sweeney",Prime Video
2250,Taj: Divided by Blood,"Ron Scalpello, Ajay Singh, Vibhu Puri, Prashant Singh","2023, 10 Episodes",3.9,"Dharmendra, Naseeruddin Shah, Aditi Rao Hydari, Rahul Bose, Zarina Wahab, Sandhya Mridul, Aashim Gulati, Taaha Shah, Shubham Kumar Mehra, Pankaj Saraswant, Anushka Luhar, Jaanam Raaj, Subodh Bhave, Pawan Chopra, Padma Damodaran, Shivani Tanksale, Aayam Mehta, ActorsFirdaush",Zee5
2251,Asur Season 1,Oni Sen,"2023, 8 Episodes",3.5,"Arshad Warsi, Barun Sobti, Anupriya Goenka, Ridhi Dogra, Sharib Hashmi, Amey Wagh, Pawan Chopra, Vishesh Bansal, Gaurav Arora, Anvita Sudarshan, Nishank Verma, Archak Chhabra, Aditya Lal, Deepak Qazir, Bondip Sarma, Jayant Raina, Sunayna Baile, Jay Zaveri, Amit Anand Raut",JioCinema
2255,Sex/Life Season 2,Jessika Borsiczky,"2023, 8 Episodes",3.3,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette, Wallis Day, Dylan Bruce, Craig Bierko, Cleo Anthony, Darius Homayoun",Netflix
2258,The Mandalorian Season 3,"Jon Favreau, Carl Weathers",2023,3.5,"Pedro Pascal, Giancarlo Esposito, Carl Weathers",Disney+ Hotstar
2259,Aashiqana Season 3,Gul Khan,2023,3.1,"Zayn Ibad Khan, Khushi Dubey, Inderjeet Modi, Anurag Vyas, Raghav Tiwari, Geeta Tyagi",Disney+ Hotstar
2260,My Dear Brothers,Qiu Yu,"2023, 35 Episodes",3.3,"Zhao Ying Bo, Dai Yun Fan, Wu Qian Ying, Gao Zi Qi, Dai Ya Qi, Liu Zhi Wei",MX Player
2262,Iru Dhuruvam Season 2,Arun Prakash,"2023, 10 Episodes",3,"Ravi Jiva, Ajith Koshy, Aneesha P, Sebastin Antony, Vasudha Krishnamoorthy, Linga, Sai Priyanka Ruth, Abhirami Venkatachalam, Desingu Raja, Jeeva Rathnam, Mythili, Poojitha, Kumara Vadivel, Anushya, Gopal Kaka, T.N. Dhananjayan",SonyLIV
2263,Liaison,Stephen Hopkins,"2023, 6 Episodes",4.5,"Daniel Francis, Eva Green, Vincent Cassel, Lyna Dubarry, Aziz Dyab, Cris Haris, Olivia Popica, Laëtitia Eïdo",Apple TV+
2264,Potluck Season 2,Rajshree Ojha,"2023, 8 Episodes",3.7,"Cyrus Sahukar, Harman Singha, Ira Dubey, Jatin Sial, Kitu Gidwani, Saloni Patel, Siddhant Karnick, Shikha Talsania, Sonali Sachdev, Myrah Rajpal, Aashvi Negi, Mikaeel Bootwala",SonyLIV
2266,Shwetkali,Sani Ghose Ray,"2023, 8 Episodes",3.4,"Oindrila Sen, Sourav Chakraborty, Saheb Bhattacharjee, Arindam Ganguly, Debdut Ghosh, Devlina Kumar, Samadarshi Dutta, Swagata Basu, Rishi Koushi",Zee5
2267,The Consultant,"Matt Shakman, Daniel Attias, Charlotte Brändström, Karyn Kusama, Alexis Ostrander","2023, 8 Episodes",3.5,"Christoph Waltz, Nat Wolff, Brittany O'Grady, Aimee Carrero, Sydney Mae Diaz, Sloane Avery, Michael Charles Vaccaro, Erin Ruth Walker",Prime Video
2268,The Reluctant Traveler,No description available,"2023, 8 Episodes",5,Eugene Levy,Apple TV+
2269,Heirs of Night Season 2,"Diederik van Rooijen, Thale Persen","2023, 13 Episodes",4.4,"Anastasia Martin, Ulrik William Græsli, Aisling Sharkey, Jordan Adene, Charlie Banks, Liam Nicolosi, Ines Høysæter Asserson, Scarlett Rousset, Lance West, Finian Duff Lennon, Mina Dale, Vegar Hoel, Hildegard Schmahl, Francesco De Vito, Annick Christiaens, Leo Wringer, Jurin Mols, Kenneth Åkerland Berg",MX Player
2270,Murdaugh Murders: A Southern Scandal,Julia Willoughby Nason,"2023, 3 Episodes",4.5,"Beverly Cook, Keith Cook, Miley Altman, Phillip Beach, Anthony Cook, Connor Cook, Michael Dewitt, Bill Doughty, Diane Doughty, Morgan Doughty, Valerie Bauerlein, Gina Altman, Renee Beach, Christine Cook, Marty Cook, Sam Crews, Mark Tinsley, Will Folks, Eric Bland, Eric Alan, Steve Peterson, Ronnie Richter",Netflix
2271,SK Sir Ki Class,Pratish Mehta,2023,3.4,"Abhilash Thapliyal, Gagan Arora, Rajesh Jais, Shivankit Singh Parihar, Naveen Kasturia, Venus Singh, Badri Chavan, Lovekush Kundu, Dishant Verma, Akshit Grover, Moni Shankar, Praveen Rajj",YouTube
2273,The Wolf Princess,Danny Ko,"2023, 24 Episodes",4.2,"Qianshuo Huang, Ning Kang, Jason Gu, Huizi Sheng, Jicai Gao, Ziqi Zhao, Kaining Yu, Heng Wu, Jinyi Lin, Chuyue Peng",MX Player
2275,Carnival Row Season 2,Andy Goddard,"2023, 10 Episodes",4,"Orlando Bloom, Cara Delevingne, Simon McBurney, Tamzin Merchant, David Gyasi, Andrew Gower, Karla Crome, Arty Froushan, Indira Varma, Alice Krige, Ariyon Bakare, Maeve Dermody, Waj Ali, James Beaumont, Tracey Wilkinson, Leanne Best, Anna Rust, Mark Lewis Jones, Theo Barklem-Biggs, Ronan Vibert, Chloe Pirrie, Scott Reid, Sinead Phelps, Jim High, Erika Starkova",Prime Video
2276,Community Squad,"Santiago Korovsky, Diego Nuñez Irigoyen","2023, 8 Episodes",4.2,"Santiago Korovsky, Pilar Gamboa, Daniel Hendler, Martín Garabal, Marcelo Subiotto, Carlos Belloso, Charo López, Sergio Prina, Agustín Rittano, Alan Sabbagh, Rafael Spregelburd, Valeria Lois, Iair Said, Camila Peralta, Fabián Arenillas, Jonathan Jairo Nugnes, Hernán Cuevas, Gabriela Izcovich",Netflix
2278,The Night Manager,"Priyanka Ghose, Rukh Nabeel, Sandeep Modi",2023,3.7,"Jagdish Rajpurohit, Salim Siddiqui, Anand Vikas Potdekhe, Anil Kapoor, Aditya Roy Kapur",Disney+ Hotstar
2279,Star Trek: Picard Season 3,Douglas Aarniokoski,"2023, 10 Episodes",4.9,"Patrick Stewart, LeVar Burton, Michael Dorn, Jonathan Frakes, Gates McFadden, Marina Sirtis, Brent Spiner, Jeri Ryan, Michelle Hurd, Amanda Plummer, Daniel Davis, Brent Spiner",Prime Video
2283,The Law According to Lidia Poët,"Letizia Lamartire, Matteo Rovere","2023, 6 Episodes",4.2,"Sara Lazzaro, Matilda De Angelis, Nicolo Pasetti, Dario Aita, Mia McGovern Zaini, Riccardo Leto",Netflix
2285,In Love All Over Again,"Bàrbara Farré, Mateo Gil, Ginesta Guindal, Carlota Pereda","2023, 8 Episodes",4.8,"Georgina Amorós, Franco Masini, Carlos González, Albert Salazar, Kyle Scudder, Roser Vilajosana, Blanca Martínez, Alejandro Jato, Abril Montilla, Andrea Carrión Samaniego",Netflix
2286,Jim Jefferies: High n' Dry,Scott Zabielski,"2023, 1 Episode",2.5,Jim Jefferies,Netflix
2287,Minus One: New Chapter,Shubham Yogi,"2023, 6 Episodes",5,"Aisha Ahmed, Ayush Mehra, Faiz Khan, Kira Narayanan, Kusha Kapila",Lionsgate Play
2288,The Romantics,Smriti Mundhra,"2023, 4 Episodes",4.1,"Yash Chopra, Aditya Chopra, Amitabh Bachchan, Rishi Kapoor, Neetu Singh, Shah Rukh Khan, Aamir Khan, Ranbir Kapoor, Ranveer Singh, Madhuri Dixit, Karan Johar, Katrina Kaif, Rani Mukerji, Juhi Chawla, Anushka Sharma",Netflix
2289,Kumite 1 Warrior Hunt,"Nishant Nayak, Omkar Potdar","2023, 6 Episodes",4.7,"Suniel Shetty, Sunanda Wong, Pardeep Hooda, Kiran Singh, Siddhartha Chandanshive, Monika Kiran Ghag, Mohamedali Budhwani, Heena Shaikh, Priyanka Jeet Toshi, Sameer Jhanjotra, Krishna Kumar Payasi, Harpreet Kaur, Shalu Sharma, Rekha Chaudary, Sohail Shakil Khan, Lakhi Das, Suraj Bahadur, Mehdi Nasiri, Kekhrieneitso Angami",MX Player
2291,Mirror: A Tale of Twin Cities,Patrick Yau,"2023, 43 Episodes",2.8,"Li Yifeng, Chun Huang, Chen Yuqi, Bai Wei, Zheng Yecheng, Lang Xuan, Yang Zhiwen, Liu Haikuan, Ye Shengjia, Liu Chang",MX Player
2292,Clarkson's Farm Season 2,Will Yapp,"2023, 8 Episodes",5,"Jeremy Clarkson, Kaleb Cooper, Charlie Ireland, Gerald Cooper, Lisa Hogan",Prime Video
2293,Farzi,"Raj Nidimoru, Krishna DK","2023, 8 Episodes",3.4,"Shahid Kapoor, Vijay Sethupathi, Raashi Khanna, Kay Kay Menon, Regina Cassandra, Zakir  Hussain, Bhuvan Arora, Amol Palekar, Kubbra Sait",Prime Video
2294,Hansika's Love Shaadi Drama,No description available,"2023, 6 Episodes",1.7,"Hansika Motwani, Sohael Kathuriya",Disney+ Hotstar
2295,Jab We Matched,Srinivas Sunderrajan,"2023, 4 Episodes",3.5,"Jasmin Bhasin, Shivangi Joshi, Prit Kamani, Abhishek Nigam, Revathi Pillai, Mayur More, Priyank Sharma",Amazon miniTV
2301,Chasing Ball,"Su Haoqi, Qingtian Le, Shicheng Lin","2023, 36 Episodes",3.1,"Shiqi Fan, Guanjin Bu, Yitong Li, Sheng Chi Huang, Yuanbing Zhu, Wenhan Li, Yangyang Lu, Xiao Hong, Xikan Li, Ken Chang, Shuangli Zhang, Tan Zhang, Dongfu Lin, Tianqi Zhang",MX Player
2302,The Exchange,"Jasem Al-Muhanna, Karim Elshenawy","2023, 6 Episodes",3.4,"Michael Benyaer, Kamran Nikhad, Sean Rohani, Samia Mounts, Hasti Bakian, Mohammed Al-Mansour, Marissa Lenti, Hesham Elshazly",Netflix
2303,Couple Goals: Love & Dreams,Sahil Verma,"2023, 4 Episodes",1.8,"Aakash Gupta, Mugdha Agarwal, Harshpal Singh, Sahil Verma, Somesh Sharma",Amazon miniTV
2304,Love is Sweet,"Yu Zhongzhong, Wu Jianxin","2023, 36 Episodes",3.6,"Luo Yunxi, Bai Lu, Gao Hanyu, Xiao Yan, Riley Wang, Zhao Yuanyuan, An Weiling, Guan Zijing",MX Player
2305,Sweet Magnolias Season 2,"Norman Buckley, Mykelti Williamson, Yangzom Brauen, Mary Lou Belli","2023, 10 Episodes",3.5,"Carson Rowland, JoAnna Garcia Swisher, Brooke Elliott, Heather Headley, Logan Allen, Anneliese Judge, Justin Bruening, Jamie Lynn Spears, Chris Klein",Netflix
2306,Class Season 1,"Gul Dharmani, Kabir Mehta, Ashim Ahluwalia","2023, 8 Episodes",3.2,"Gurfateh Pirzada, Anjali Sivaraman, Ayesha Kanga, Chayan Chopra, Chintan Rachchh, Cwaayal Singh, Madhyama Segal, Moses Koul, Naina Bhan, Piyush Khati, Zeyn Shaw",Netflix
2307,Dear Edward,"Jaffar Mahmood, David Boyd, Allison Liddi-Brown, Clement Virgo","2023, 10 Episodes",0.5,"Colin O'Brien, Connie Britton, Taylor Schilling, Amy Forsyth, Carter Hudson, Idris DeBrand, Ivan Shaw, Jenna Qureshi, Anna Uzele, Dario Ladani Sanchez, Eva Ariel Binder, Brittany S. Hall, Maxwell Jenkins, Audrey Corsa, Charlie Reitzas, Zachary Greenstein",Apple TV+
2308,Jehanabad - Of Love and War,"Rajeev Barnwal, Satyanshu Singh","2023, 10 Episodes",3.5,"Ritwik Bhowmik, Harshita Shekhar Gaur, Parambrata Chattopadhyay, Rajat Kapoor, Sunil Sinha, Satyadeep Mishra, Rajesh Jais, Sonal Jha",SonyLIV
2309,Roktokorobi,Sayantan Ghosal,2023,3.6,"Raima Sen, Vikram Chatterjee, Bhaswar Chatterjee, Santilal Mukherjee, Laboni Sarkar, Tulika Basu, Haridas Chatterjee",Zee5
2312,Bas Kar Bassi,Abhishek Upmanyu,2023,3.4,Anubhav Singh Bassi,Prime Video
2313,My Horrible Boss,Lee Hyung-min,"2023, 16 Episodes",4.1,"Lee Yo-won, Yoon Sang-hyun, Hwang Chan-sung, Kim Sun-young, Hwang Bo-ra, Yoo Jae-myung, Ahn Sang-Woo, Joo-ho Yang, Hyun-Joon Choi, Hyun-Sang Kwon, Ha-ryong Lim",MX Player
2317,The Watchful Eye,"Charissa Sanjarernsuithikul, Daniel Willis, Jeffrey Reiner","2023, 11 Episodes",2.5,"Mariel Molino, Warren Christie, Kelly Bishop, Amy Acker, Jon Ecker, Lex Lumpkin, Henry Joseph Samiri",Disney+ Hotstar
2318,Engga Hostel,Sathish Chandrasekaran,"2023, 5 Episodes",3.7,"Sacchin Nachiappan, Samyuktha Viswanathan, Saranya Ravichandran, Goutham Raj, Vidur, Dravid Selvam, Chu Khoy Sheng, Avinaash Ramesh, Sreelal, Jaya Kumar",Prime Video
2319,Lockwood & Co.,"Catherine Morshead, Joe Cornish, William McGregor","2023, 8 Episodes",4.5,"Ruby Stokes, Cameron Chapman, Ali Hadji-Heshmati, Ivanno Jeremiah, Luke Treadaway, Morven Christie, Jemma Moore, Jack Bandeira, Ben Crompton, Hayley Konadu, Rhianna Dorris, Paddy Holland",Netflix
2321,Ayali,Muthukumar,"2023, 8 Episodes",3.8,"Abi Nakshatra, Anumol, Madhan, Linga, Singampuli, TSR -Dharmaraj, Lovelyn Chandrasekar, Gayathri Thara, Pragadheeswaran, Jenson, Rajamani Melodi, Goutham, Reshmi, Muthupandi",Zee5
2322,Dear Ishq,Atif Khan,2023,3.8,"Niyati Fatnani, Kishwer Merchant, Puneet Tejwani, Kunal Verma, Buneet Kapoor, Tanya Nisha Sharma, Sanjeev Seth, Roma Bali, Jyoti B Mukherji, Beena Banerjee, Sugandh Dhindaw, Shamikh Abbas, Kaveri Ghosh, Preetesh Manas, Sandeep Soni, Viyanna Dadwani, Simran Rawal, Gagan Deep, Priya Shukla, Shiv Pathak, Kalpesh Rajgor, Brijesh Mourya",Disney+ Hotstar
2323,Jaanbaaz Hindustan Ke,Srijit Mukherji,2023,3.6,"Regina Cassandra, Barun Sobti, Sumeet Vyas, Mita Vashisht, Chandan Roy",Zee5
2324,Extraordinary,"Nadira Amrani, Toby MacDonald, Jennifer Sheridan","2023, 8 Episodes",4.5,"Siobhán McSweeney, Robbie Gee, Máiréad Tyers, Sofia Oxenham, Reis Daniel, Edward Wolstenholme",Disney+ Hotstar
2326,Rafta Rafta,Vishal Shankar Gupta,"2023, 7 Episodes",3.1,"Bhuvan Bam, Srishti Rindani",Amazon miniTV
2328,ATM,Chandra Mohan,"2023, 8 Episodes",3.3,"VJ Sunny, Krishna Burugula, Ravi Raj, Prudhvi, Penmetsa Subbaraju, Roiel Shree, Divi, Divyavani, Shafi, Prithviraj Sukumaran, Seth",Zee5
2330,Cinema Marte Dum Tak,"Disha Rindani, Xulfee, Kulish Kant Thakur","2023, 6 Episodes",4.5,"Vinod Talwar, Kishan Shah, Jaspal Neelam, Dilip Gulati",Prime Video
2331,Fauda Season 4,Omri Givon,"2023, 12 Episodes",3.9,"Inbar Lavi, Amir Boutrous, Lucy Ayoub, Danny Steg, Loai Nofi",Netflix
2332,Leopard Skin,Sebastian Gutierrez,"2023, 8 Episodes",1.3,"Carla Gugino, Ana de la Reguera, Gaite Jansen, Amelia Eve, Gentry White, Nora Arnezeder, Margot Bingham, Philip Winchester, Jeffrey Dean Morgan, Lexi Wilson, KC Jeronimo, Nicole Trunfio, Paloma, Julie Wier, Cassie Courtney, Gabriela Vera, Paola Fix, Katie Olsen, Song Faulkner",Lionsgate Play
2333,Represent,Jean-Pascal Zadi,"2023, 6 Episodes",5,"Jean-Pascal Zadi, Éric Judor, Benoît Poelvoorde, Marina Foïs, Panayotis Pascot",Netflix
2334,Shahmaran,Umur Turagay,"2023, 8 Episodes",3.4,"Serenay Sarikaya, Burak Deniz, Mert Ramazan Demir, Ebru Özkan, Mustafa Ugurlu, Mahir Günsiray, Nil Sude Albayrak, Berfu Halisdemir, Mehmet Bilge Aslan",Netflix
2337,Truth Be Told Season 3,Mikkel Nørgaard,"2023, 10 Episodes",3.7,"Octavia Spencer, Ron Cephas Jones, Rico E. Anderson, David Lyons, Gabrielle Union, Ana Ayora, Cate Cohen, Erica Tazel, Amy Sloan, Larry Sullivan, Nia Sondaya, Tim Chiou, Ricardo Chavira, Jane Widdop",Apple TV+
2339,Jhansi Season 2,Thiru,2023,3.1,"Anjali, Chandini Chowdary, Aadarsh Balakrishna, Raj Arjun, Rameshwari Talluri, Samyukta Hornad, Mumaith Khan, Aberaam Verma, Pradeep Rudra, Kalyan, Sharanya Ramachandran, Chaitanya Sagiraju",Disney+ Hotstar
2341,That '90s Show,Gail Mancuso,"2023, 10 Episodes",0.5,"Callie Haverda, Ashley Aufderheide, Mace Coronel, Maxwell Acee Donovan, Reyn Doi, Sam Morelos, Debra Jo Rupp, Kurtwood Smith",Netflix
2342,The Last of Us Season 1,Kantemir Balagov,2023,3.9,"Pedro Pascal, Bella Ramsey, Anna Torv, Nick Offerman, Gabriel Luna, Merle Dandridge, Nico Parker, Murray Bartlett, Storm Reid, Jeffrey Pierce, Lamar Johnson, Keivonn Woodard, Graham Greene, Elaine Miles, Melanie Lynskey",JioCinema
2343,The Bureau of Magical Things Season 2,"Evan Clarry, Martha Goddard, Grant Brown","2023, 20 Episodes",2.3,"Kimie Tsukakoshi, Elizabeth Cullen, Mia Milnes, Julian Cullen, Rainbow Wedell, Jamie Carter, Christopher Sommers, Steve Nation, Nicholas Bell, Arnijka Larcombe-Weate, Miah Madden",Netflix
2345,Break Point Season 1,No description available,"2023, 10 Episodes",2.3,"Maria Sharapova, John McEnroe, Andy Roddick, Félix Auger-Aliassime, Nick Kyrgios, Casper Ruud, Aryna Sabalenka, Stefanos Tsitsipas, Ons Jabeur, Matteo Berrettini, Sloane Stephens, Maria Sakkari, Taylor Fritz, Thanasi Kokkinakis, Ajla Tomljanovic, Frances Tiafoe, Iga Swiatek, Paula Badosa",Netflix
2346,Farzi Mushaira Season 3,No description available,"2023, 8 Episodes",4.1,"Zakir Khan, Tanmay Bhatt, Richa Chadha, Prachi Desai, Himanshi Khurana",Amazon miniTV
2347,Hunters Season 2,"Phil Abraham, Tiffany Johnson, Sam Taylor-Johnson, David Weil","2023, 8 Episodes",3.5,"Logan Lerman, Jerrika Hinton, Lena Olin, Carol Kane, Josh Radnor, Greg Austin, Tiffany Boone, Louis Ozawa, Kate Mulvany, Al Pacino, Dylan Baker, Jeannie Berlin, Jennifer Jason Leigh, Emily Rudd, Udo Kier, Miles G. Jackson, Judd Hirsch, Kenneth Tigar, Sonya Leslie, Tommy Martinez",Prime Video
2352,Trial By Fire,"Prashant Nair, Randeep Jha","2023, 7 Episodes",4.2,"Rajshri Deshpande, Abhay Deol, Rajesh Tailang, Ashish Vidyarthi, Anupam Kher, Ratna Pathak, Shilpa Shukla, Shardul Bharadwaj",Netflix
2353,Kung Fu Panda: The Dragon Knight Season 2,"David Dick, James Yang, Mike Goguen, Matthew Humphreys, Kelly Baigent, Kevin Wotton, Will Ruzicka, Shaunt Nigoghossian, Christo Stamboliev","2023, 12 Episodes",3.3,"Jack Black, Rita Ora, Rahnuma Panthaky, James Hong",Netflix
2355,Vikings: Valhalla Season 2,David Frazee,"2023, 8 Episodes",4.5,"Taylor James, Sam Corlett, Leo Suter, Jóhannes Haukur Jóhannesson, Frida Gustavsson, Hayat Kamille, Nikolai Kinski, Set Sjöstrand, Maria Guiver, Bradley James, Marcin Dorocinski, Christian Vit, Stanislav Callas, Cosimo Fusco, Sofya Lebedeva, Tolga Safer",Netflix
2357,Playground Season 2,No description available,"2023, 7 Episodes",3.8,"Ashish Chanchlani, Harsh Beniwal, Nischay Malhan, Ajey Nagar, Tanmay Singh",Amazon miniTV
2359,Tokyo Revengers Season 2,No description available,2023,3.8,"Yuuki Shin, Yuu Hayashi, Shou Karino, Azumi Waki, Takuya Eguchi, Yoshitsugu Matsuoka, Shoutarou Morikubo, Ryouta Oosaka, Tasuku Hatanaka",Disney+ Hotstar
2360,Crossfire,Tessa Hoffe,"2023, 3 Episodes",0.8,"Keeley Hawes, Lee Ingleby, Daniel Ryan, Josette Simon, Vikash Bhai, Anneika Rose, Noah Leggott, Shalisha James-Davis, Zakiy Jogi, Arjun Subramaniam, Viaan Mayur",Lionsgate Play
2361,Taaza Khabar,Himank Gaur,"2023, 6 Episodes",3.8,"Bhuvan Bam, Shriya Pilgaonkar, JD Chakravarthy, Deven Bhojani, Prathmesh Parab, Nitya Mathur, Shilpa Shukla, Mithilesh Chaturvedi",Disney+ Hotstar
2362,The Files of Young Kindaichi,"Shunpei Maruya, Hisashi Kimura, Koichi Inomata","2023, 10 Episodes",3.6,"Shunsuke Michieda, Moka Kamishiraishi, Taisho Iwasaki, Ikki Sawamura, Maika Yamamoto, Reika Kirishima, Kimiko Yo, Masami Kosaka, Yuta Furukawa, Ayako Yoshitani, Dai Watanabe, Shota Totsuka, Atsushi Yamanishi, Tsutomu Takahashi, Katsuya, Mantaro Koichi, Erika Ikuta, Junki Tozuka",Disney+ Hotstar
2365,Trust Issues,Shivam Sharma,"2023, 3 Episodes",3.7,"Shivam Sharma, Akanksha Singh, Bhupender Rawat, Diksha Pawar, Ahana Goel, Vishal Vashishtha, Satnam Singh, Dhruv Dogra",Amazon miniTV
2366,3Cs,Sampath Kumar Thota,"2023, 6 Episodes",3.5,"Appaji, Gnaneswari Kandregula, Ram Nitin, Spandana Palii, Sanjay Rao, Shantanu, Nitya Shetty, Viren Thambidorai, Sandeep Ved",SonyLIV
2368,Ginny & Georgia Season 2,"Anya Adams, Audrey Cummings, Danishka Esterhazy, James Genn","2023, 10 Episodes",4.5,"Brianne Howey, Antonia Gentry, Diesel La Torraca, Jennifer Robertson, Felix Mallard, Sara Waisglass, Scott Porter, Raymond Ablack",Netflix
2369,Story of Things,K. George Antoney,"2023, 5 Episodes",4.4,"Gautami, Aditi Balan, Ritika Singh, Siddique, Arjun Radhakrishnan, Linga, Shanthnu Bhagyaraj, Roju, Archana, Vinoth Kishan, Bharath Srinivasan, Anshita Anand",SonyLIV
2370,Woman of the Dead,Nicolai Rohde,"2023, 6 Episodes",2.5,"Anna Maria Mühe, Yousef 'Joe' Sweid, Luis Vorbach, Gregor Bloéb, Robert Palfrader, Simon Schwarz, Romina Küper, Stephanie Lexer, Felix Klare, Franz Josef Danner",Netflix
2372,The Lying Life of Adults,Edoardo De Angelis,"2023, 6 Episodes",5,"Giuseppe Brunetti, Valeria Golino, Alessandro Preziosi, Pina Turco, Giordana Marengo, Luigi Chiocca, Adriano Pantaleo, Biagio Forestieri",Netflix
2373,Will Trent,"Howard Deutch, Paul McGuigan","2023, 7 Episodes",4.8,"Deion Smith, Ramón Rodríguez, Erika Christensen, Iantha Richardson, Todd Allen Durkin, Cora Lu Tran, Kurt Yue, Jake McLaughlin, Isaiah Stratton, Christopher Cocke, Jennifer Morrison, Sonja Sohn, Tommi Rose, Kevin Daniels, Taylor Shurte, Jay Huguley, Jordan Kennedy, Brandon Stanley, Avery Bigelow, Justin Kucsulain",Disney+ Hotstar
2375,MasterChef India Season 7,No description available,2023,2,"Vikas Khanna, Ranveer Brar, Garima Arora",SonyLIV
2376,Shark Tank India Season 2,No description available,2023,2.8,"Peyush Bansal, Anupam Mittal, Aman Gupta, Vineeta Singh, Namita Thapar, Amit Jain",SonyLIV
2377,Kaleidoscope,"Mairzee Almas, Everardo Gout, José Padilha","2023, 8 Episodes",2,"Giancarlo Esposito, Paz Vega, Rufus Sewell, Tati Gabrielle, Rosaline Elbay, Peter Mark Kendall, Jai Courtney, Niousha Noor, Jordan Mendoza",Netflix
2378,Lady Voyeur,"Luciana Oliveira, Fabrizia Pinto, Leticia Veiga","2023, 10 Episodes",3.4,"Débora Nascimento, Emanuelle Araújo, Ângelo Rodrigues, Nikolas Antunes",Netflix
2379,Live to Lead,Geoff Blackwell,"2022, 7 Episodes",0.5,"Ruth Bader Ginsburg, Greta Thunberg, Bryan Stevenson, Jacinda Ardern, Siya Kolisi, Gloria Steinem, Albie Sachs",Netflix
2380,Aar Ya Paar,"Siddharth Sengupta, Ankush Mohla, Glen Barretto Neel Guha","2022, 8 Episodes",3.7,"Aditya Rawal, Sumeet Vyas, Patralekhaa, Ashish Vidyarthi, Shilpa Shukla",Disney+ Hotstar
2381,Alpha Males,"Alberto Caballero, Laura Caballero","2022, 10 Episodes",4.8,"María Hervás, Fele Martínez, Kira Miró, Gorka Otxoa, Nathalie Seseña, Fernando Gil, Mar Saura, Petra Martínez, Santi Millán, Paula Gallego, Raúl Tejón, Raquel Guerrero, Virginia Rodríguez",Netflix
2382,Secrets of Summer Season 2,No description available,"2022, 8 Episodes",4.5,"Pilar Pascual, Abril di Yorio, Víctor Varona, Guido Messina, Francisco Bass, Luan Brum, Byron Barbieri, Martín Tecchi, Yumarie Morales, Marley Estrada",Netflix
